Unnamed: 0,lons,lats,names,grade,addresses,ZIP2,PRVDR_CTGRY_SBTYP_CD,PRVDR_CTGRY_CD,CITY_NAME,ACPTBL_POC_SW,CMPLNC_STUS_CD,SSA_CNTY_CD,CROSS_REF_PROVIDER_NUMBER,CRTFCTN_DT,ELGBLTY_SW,FAC_NAME,INTRMDRY_CARR_CD,MDCD_VNDR_NUM,ORGNL_PRTCPTN_DT,CHOW_PRIOR_DT,INTRMDRY_CARR_PRIOR_CD,PRVDR_NUM,RGN_CD,SKLTN_REC_SW,STATE_CD,SSA_STATE_CD,STATE_RGN_CD,ST_ADR,PGM_TRMNTN_CD,TRMNTN_EXPRTN_DT,CRTFCTN_ACTN_TYPE_CD,GNRL_CNTL_TYPE_CD,ZIP_CD,FIPS_STATE_CD,FIPS_CNTY_CD,CBSA_URBN_RRL_IND,CBSA_CD,AFFILIATED_PROVIDER_NUMBER_1,AFFILIATED_PROVIDER_NUMBER_2,AFFILIATED_PROVIDER_NUMBER_3,AFFILIATED_PROVIDER_NUMBER_4,AFFILIATED_PROVIDER_NUMBER_5,AFFILIATED_PROVIDER_NUMBER_6,Geography,Civilian noninstitutionalized population,Insured Estimate,Insured %,Privately Insured Estimate,Privately Insured Percent,Public or subsidized Coveraged,"
Public coverage 
 Percent",No health insurance coverage Estimate,No health insurance coverage Percent,Summary Level,County,Place,Geography.1,Total Civilian Noninstitutionalized Population,Avg orMedian age in years,Total Households Estimate,Prop Family households,Prop Nonfamily households,Average household size,Average family size,Gps living with gcs under 18 years,Prop  Gps caring for gc over 18,Number of Veterans,Veterans as Prop of population,Unemployed veterans Prop of labour force,Hispani or Latino,Hispanicor Latino Prop,White,White Prop,Black Estimate,Black Prop,Native American/Alaskan,Native American or Alaskan Prop,Asian,Asian Prop,Native Hawaiian/Pacific Islander,Native Hawaiian or Pacific Islander Prop,"Other Race Only, Not Hispanic or Latino","Other Race Only, Not Hispanic/Latino Prop","Two or more races alone, Not Hispanic or Latino Estimate","Two or more races alone, Not Hispanic or Latino Prop",Prop Native Born,Prop Foreign born,Prop of Foreign Born who are Naturalized U.S. citizen,Pop 5 years +,Pop 5 years + foreign language at home,Pop 5 years + with poor English
162,-121.3919202,38.6018632,KAISER FOUNDATION HOSPITAL - SACRAMENTO,a,"2025 MORSE AVENUE
                SACRAMENTO, CA 95825-2115",958252115,1,22,LOS ANGELES,N,A,200,NULL,20081125,Y,KAISER FOUNDATION HOSPITAL,NULL,NULL,19920901,NULL,NULL,05D0665518,9,N,CA,5,M1,6041 CADILLAC AVE,0,20190102,5,4,90034,6,37,U,31084,05D0699509,05D0887815,NULL,NULL,NULL,NULL,EAST LOS ANGELES CDP,125389,113872,90.8,47339,37.8,71896,57.3,11517,9.2,160,37,20802,LOS ANGELES CITY,3974895,35.8,1384851,59,41,2.83,3.66,113067,21.9,88461,2.8,6.6,1956978,48.9,1124411,28.1,349345,8.7,4904,0.1,455899,11.4,5167,0.1,13967,0.3,89071,2.2,63.1,36.9,47.4,3770311,59,25.5
167,-121.0524993,37.7065812,KAISER FOUNDATION HOSPITAL - MODESTO,b,"4601 DALE ROAD
                MODESTO, CA 95356-9718",953569718,1,22,LOS ANGELES,N,A,200,NULL,20081125,Y,KAISER FOUNDATION HOSPITAL,NULL,NULL,19920901,NULL,NULL,05D0665518,9,N,CA,5,M1,6041 CADILLAC AVE,0,20190102,5,4,90034,6,37,U,31084,05D0699509,05D0887815,NULL,NULL,NULL,NULL,EAST LOS ANGELES CDP,125389,113872,90.8,47339,37.8,71896,57.3,11517,9.2,160,37,20802,LOS ANGELES CITY,3974895,35.8,1384851,59,41,2.83,3.66,113067,21.9,88461,2.8,6.6,1956978,48.9,1124411,28.1,349345,8.7,4904,0.1,455899,11.4,5167,0.1,13967,0.3,89071,2.2,63.1,36.9,47.4,3770311,59,25.5
171,-121.4216412,38.4699104,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO,a,"6600 BRUCEVILLE ROAD
                SACRAMENTO, CA 95823-4671",958234671,1,22,LOS ANGELES,N,A,200,NULL,20081125,Y,KAISER FOUNDATION HOSPITAL,NULL,NULL,19920901,NULL,NULL,05D0665518,9,N,CA,5,M1,6041 CADILLAC AVE,0,20190102,5,4,90034,6,37,U,31084,05D0699509,05D0887815,NULL,NULL,NULL,NULL,EAST LOS ANGELES CDP,125389,113872,90.8,47339,37.8,71896,57.3,11517,9.2,160,37,20802,LOS ANGELES CITY,3974895,35.8,1384851,59,41,2.83,3.66,113067,21.9,88461,2.8,6.6,1956978,48.9,1124411,28.1,349345,8.7,4904,0.1,455899,11.4,5167,0.1,13967,0.3,89071,2.2,63.1,36.9,47.4,3770311,59,25.5
176,-121.246197,37.79803,KAISER FOUNDATION HOSPITAL - MANTECA,b,"1777 W. YOSEMITE AVENUE
                MANTECA, CA 95337-5130",953375130,1,22,LOS ANGELES,N,A,200,NULL,20081125,Y,KAISER FOUNDATION HOSPITAL,NULL,NULL,19920901,NULL,NULL,05D0665518,9,N,CA,5,M1,6041 CADILLAC AVE,0,20190102,5,4,90034,6,37,U,31084,05D0699509,05D0887815,NULL,NULL,NULL,NULL,EAST LOS ANGELES CDP,125389,113872,90.8,47339,37.8,71896,57.3,11517,9.2,160,37,20802,LOS ANGELES CITY,3974895,35.8,1384851,59,41,2.83,3.66,113067,21.9,88461,2.8,6.6,1956978,48.9,1124411,28.1,349345,8.7,4904,0.1,455899,11.4,5167,0.1,13967,0.3,89071,2.2,63.1,36.9,47.4,3770311,59,25.5
180,-121.9380985,38.3885135,KAISER FOUNDATION HOSPITAL - VACAVILLE,a,"1 QUALITY DRIVE
                VACAVILLE, CA 95688-9494",956889494,1,22,LOS ANGELES,N,A,200,NULL,20081125,Y,KAISER FOUNDATION HOSPITAL,NULL,NULL,19920901,NULL,NULL,05D0665518,9,N,CA,5,M1,6041 CADILLAC AVE,0,20190102,5,4,90034,6,37,U,31084,05D0699509,05D0887815,NULL,NULL,NULL,NULL,EAST LOS ANGELES CDP,125389,113872,90.8,47339,37.8,71896,57.3,11517,9.2,160,37,20802,LOS ANGELES CITY,3974895,35.8,1384851,59,41,2.83,3.66,113067,21.9,88461,2.8,6.6,1956978,48.9,1124411,28.1,349345,8.7,4904,0.1,455899,11.4,5167,0.1,13967,0.3,89071,2.2,63.1,36.9,47.4,3770311,59,25.5
183,-121.7749286,37.9508418,KAISER FOUNDATION HOSPITAL - ANTIOCH,a,"4501 SAND CREEK ROAD
                ANTIOCH, CA 94531-8687",945318687,1,22,LOS ANGELES,N,A,200,NULL,20081125,Y,KAISER FOUNDATION HOSPITAL,NULL,NULL,19920901,NULL,NULL,05D0665518,9,N,CA,5,M1,6041 CADILLAC AVE,0,20190102,5,4,90034,6,37,U,31084,05D0699509,05D0887815,NULL,NULL,NULL,NULL,EAST LOS ANGELES CDP,125389,113872,90.8,47339,37.8,71896,57.3,11517,9.2,160,37,20802,LOS ANGELES CITY,3974895,35.8,1384851,59,41,2.83,3.66,113067,21.9,88461,2.8,6.6,1956978,48.9,1124411,28.1,349345,8.7,4904,0.1,455899,11.4,5167,0.1,13967,0.3,89071,2.2,63.1,36.9,47.4,3770311,59,25.5
197,-122.0588864,37.8915785,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,a,"1425 S. MAIN STREET
                WALNUT CREEK, CA 94596-5318",945965318,1,22,LOS ANGELES,N,A,200,NULL,20081125,Y,KAISER FOUNDATION HOSPITAL,NULL,NULL,19920901,NULL,NULL,05D0665518,9,N,CA,5,M1,6041 CADILLAC AVE,0,20190102,5,4,90034,6,37,U,31084,05D0699509,05D0887815,NULL,NULL,NULL,NULL,EAST LOS ANGELES CDP,125389,113872,90.8,47339,37.8,71896,57.3,11517,9.2,160,37,20802,LOS ANGELES CITY,3974895,35.8,1384851,59,41,2.83,3.66,113067,21.9,88461,2.8,6.6,1956978,48.9,1124411,28.1,349345,8.7,4904,0.1,455899,11.4,5167,0.1,13967,0.3,89071,2.2,63.1,36.9,47.4,3770311,59,25.5
202,-121.8002485,37.2397615,KAISER FOUNDATION HOSPITAL - SAN JOSE,b,"250 HOSPITAL PARKWAY
                SAN JOSE, CA 95119-1103",951191103,1,22,LOS ANGELES,N,A,200,NULL,20081125,Y,KAISER FOUNDATION HOSPITAL,NULL,NULL,19920901,NULL,NULL,05D0665518,9,N,CA,5,M1,6041 CADILLAC AVE,0,20190102,5,4,90034,6,37,U,31084,05D0699509,05D0887815,NULL,NULL,NULL,NULL,EAST LOS ANGELES CDP,125389,113872,90.8,47339,37.8,71896,57.3,11517,9.2,160,37,20802,LOS ANGELES CITY,3974895,35.8,1384851,59,41,2.83,3.66,113067,21.9,88461,2.8,6.6,1956978,48.9,1124411,28.1,349345,8.7,4904,0.1,455899,11.4,5167,0.1,13967,0.3,89071,2.2,63.1,36.9,47.4,3770311,59,25.5
204,-122.2484432,38.12767,KAISER FOUNDATION HOSPITAL - VALLEJO,a,"975 SERENO DRIVE
                VALLEJO, CA 94589-2441",945892441,1,22,LOS ANGELES,N,A,200,NULL,20081125,Y,KAISER FOUNDATION HOSPITAL,NULL,NULL,19920901,NULL,NULL,05D0665518,9,N,CA,5,M1,6041 CADILLAC AVE,0,20190102,5,4,90034,6,37,U,31084,05D0699509,05D0887815,NULL,NULL,NULL,NULL,EAST LOS ANGELES CDP,125389,113872,90.8,47339,37.8,71896,57.3,11517,9.2,160,37,20802,LOS ANGELES CITY,3974895,35.8,1384851,59,41,2.83,3.66,113067,21.9,88461,2.8,6.6,1956978,48.9,1124411,28.1,349345,8.7,4904,0.1,455899,11.4,5167,0.1,13967,0.3,89071,2.2,63.1,36.9,47.4,3770311,59,25.5
205,-121.974401,37.5524244,KAISER FOUNDATION HOSPITAL - FREMONT,a,"39400 PASEO PADRE PARKWAY
                FREMONT, CA 94538-2310",945382310,1,22,LOS ANGELES,N,A,200,NULL,20081125,Y,KAISER FOUNDATION HOSPITAL,NULL,NULL,19920901,NULL,NULL,05D0665518,9,N,CA,5,M1,6041 CADILLAC AVE,0,20190102,5,4,90034,6,37,U,31084,05D0699509,05D0887815,NULL,NULL,NULL,NULL,EAST LOS ANGELES CDP,125389,113872,90.8,47339,37.8,71896,57.3,11517,9.2,160,37,20802,LOS ANGELES CITY,3974895,35.8,1384851,59,41,2.83,3.66,113067,21.9,88461,2.8,6.6,1956978,48.9,1124411,28.1,349345,8.7,4904,0.1,455899,11.4,5167,0.1,13967,0.3,89071,2.2,63.1,36.9,47.4,3770311,59,25.5
216,-122.1651409,37.7063601,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,a,"2500 MERCED STREET
                SAN LEANDRO, CA 94577-4201",945774201,1,22,LOS ANGELES,N,A,200,NULL,20081125,Y,KAISER FOUNDATION HOSPITAL,NULL,NULL,19920901,NULL,NULL,05D0665518,9,N,CA,5,M1,6041 CADILLAC AVE,0,20190102,5,4,90034,6,37,U,31084,05D0699509,05D0887815,NULL,NULL,NULL,NULL,EAST LOS ANGELES CDP,125389,113872,90.8,47339,37.8,71896,57.3,11517,9.2,160,37,20802,LOS ANGELES CITY,3974895,35.8,1384851,59,41,2.83,3.66,113067,21.9,88461,2.8,6.6,1956978,48.9,1124411,28.1,349345,8.7,4904,0.1,455899,11.4,5167,0.1,13967,0.3,89071,2.2,63.1,36.9,47.4,3770311,59,25.5
217,-121.99833,37.3358952,KAISER FOUNDATION HOSPITAL - SANTA CLARA,a,"700 LAWRENCE EXPRESSWAY
                SANTA CLARA, CA 95051-5173",950515173,1,22,LOS ANGELES,N,A,200,NULL,20081125,Y,KAISER FOUNDATION HOSPITAL,NULL,NULL,19920901,NULL,NULL,05D0665518,9,N,CA,5,M1,6041 CADILLAC AVE,0,20190102,5,4,90034,6,37,U,31084,05D0699509,05D0887815,NULL,NULL,NULL,NULL,EAST LOS ANGELES CDP,125389,113872,90.8,47339,37.8,71896,57.3,11517,9.2,160,37,20802,LOS ANGELES CITY,3974895,35.8,1384851,59,41,2.83,3.66,113067,21.9,88461,2.8,6.6,1956978,48.9,1124411,28.1,349345,8.7,4904,0.1,455899,11.4,5167,0.1,13967,0.3,89071,2.2,63.1,36.9,47.4,3770311,59,25.5
222,-122.2582442,37.8235195,KAISER FOUNDATION HOSPITAL - OAKLAND,b,"3600 BROADWAY
                OAKLAND, CA 94611-5730",946115730,1,22,LOS ANGELES,N,A,200,NULL,20081125,Y,KAISER FOUNDATION HOSPITAL,NULL,NULL,19920901,NULL,NULL,05D0665518,9,N,CA,5,M1,6041 CADILLAC AVE,0,20190102,5,4,90034,6,37,U,31084,05D0699509,05D0887815,NULL,NULL,NULL,NULL,EAST LOS ANGELES CDP,125389,113872,90.8,47339,37.8,71896,57.3,11517,9.2,160,37,20802,LOS ANGELES CITY,3974895,35.8,1384851,59,41,2.83,3.66,113067,21.9,88461,2.8,6.6,1956978,48.9,1124411,28.1,349345,8.7,4904,0.1,455899,11.4,5167,0.1,13967,0.3,89071,2.2,63.1,36.9,47.4,3770311,59,25.5
226,-122.3605023,37.93712,KAISER FOUNDATION HOSPITAL - RICHMOND,c,"901 NEVIN AVENUE
                RICHMOND, CA 94801-3143",948013143,1,22,LOS ANGELES,N,A,200,NULL,20081125,Y,KAISER FOUNDATION HOSPITAL,NULL,NULL,19920901,NULL,NULL,05D0665518,9,N,CA,5,M1,6041 CADILLAC AVE,0,20190102,5,4,90034,6,37,U,31084,05D0699509,05D0887815,NULL,NULL,NULL,NULL,EAST LOS ANGELES CDP,125389,113872,90.8,47339,37.8,71896,57.3,11517,9.2,160,37,20802,LOS ANGELES CITY,3974895,35.8,1384851,59,41,2.83,3.66,113067,21.9,88461,2.8,6.6,1956978,48.9,1124411,28.1,349345,8.7,4904,0.1,455899,11.4,5167,0.1,13967,0.3,89071,2.2,63.1,36.9,47.4,3770311,59,25.5
229,-122.2251548,37.4891185,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,a,"1100 VETERANS BOULEVARD
                REDWOOD CITY, CA 94063-2037",940632037,1,22,LOS ANGELES,N,A,200,NULL,20081125,Y,KAISER FOUNDATION HOSPITAL,NULL,NULL,19920901,NULL,NULL,05D0665518,9,N,CA,5,M1,6041 CADILLAC AVE,0,20190102,5,4,90034,6,37,U,31084,05D0699509,05D0887815,NULL,NULL,NULL,NULL,EAST LOS ANGELES CDP,125389,113872,90.8,47339,37.8,71896,57.3,11517,9.2,160,37,20802,LOS ANGELES CITY,3974895,35.8,1384851,59,41,2.83,3.66,113067,21.9,88461,2.8,6.6,1956978,48.9,1124411,28.1,349345,8.7,4904,0.1,455899,11.4,5167,0.1,13967,0.3,89071,2.2,63.1,36.9,47.4,3770311,59,25.5
231,-122.7270141,38.47212,KAISER FOUNDATION HOSPITAL - SANTA ROSA,a,"401 BICENTENNIAL WAY
                SANTA ROSA, CA 95403-2149",954032149,1,22,LOS ANGELES,N,A,200,NULL,20081125,Y,KAISER FOUNDATION HOSPITAL,NULL,NULL,19920901,NULL,NULL,05D0665518,9,N,CA,5,M1,6041 CADILLAC AVE,0,20190102,5,4,90034,6,37,U,31084,05D0699509,05D0887815,NULL,NULL,NULL,NULL,EAST LOS ANGELES CDP,125389,113872,90.8,47339,37.8,71896,57.3,11517,9.2,160,37,20802,LOS ANGELES CITY,3974895,35.8,1384851,59,41,2.83,3.66,113067,21.9,88461,2.8,6.6,1956978,48.9,1124411,28.1,349345,8.7,4904,0.1,455899,11.4,5167,0.1,13967,0.3,89071,2.2,63.1,36.9,47.4,3770311,59,25.5
244,-122.4432896,37.7823277,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,a,"2425 GEARY BOULEVARD
                SAN FRANCISCO, CA 94115-3358",941153358,1,22,LOS ANGELES,N,A,200,NULL,20081125,Y,KAISER FOUNDATION HOSPITAL,NULL,NULL,19920901,NULL,NULL,05D0665518,9,N,CA,5,M1,6041 CADILLAC AVE,0,20190102,5,4,90034,6,37,U,31084,05D0699509,05D0887815,NULL,NULL,NULL,NULL,EAST LOS ANGELES CDP,125389,113872,90.8,47339,37.8,71896,57.3,11517,9.2,160,37,20802,LOS ANGELES CITY,3974895,35.8,1384851,59,41,2.83,3.66,113067,21.9,88461,2.8,6.6,1956978,48.9,1124411,28.1,349345,8.7,4904,0.1,455899,11.4,5167,0.1,13967,0.3,89071,2.2,63.1,36.9,47.4,3770311,59,25.5
245,-122.5552607,38.0045709,KAISER FOUNDATION HOSPITAL - SAN RAFAEL,a,"99 MONTECILLO ROAD
                SAN RAFAEL, CA 94903-3308",949033308,1,22,LOS ANGELES,N,A,200,NULL,20081125,Y,KAISER FOUNDATION HOSPITAL,NULL,NULL,19920901,NULL,NULL,05D0665518,9,N,CA,5,M1,6041 CADILLAC AVE,0,20190102,5,4,90034,6,37,U,31084,05D0699509,05D0887815,NULL,NULL,NULL,NULL,EAST LOS ANGELES CDP,125389,113872,90.8,47339,37.8,71896,57.3,11517,9.2,160,37,20802,LOS ANGELES CITY,3974895,35.8,1384851,59,41,2.83,3.66,113067,21.9,88461,2.8,6.6,1956978,48.9,1124411,28.1,349345,8.7,4904,0.1,455899,11.4,5167,0.1,13967,0.3,89071,2.2,63.1,36.9,47.4,3770311,59,25.5
253,-122.4393133,37.6591974,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,a,"1200 EL CAMINO REAL
                SOUTH SAN FRANCISCO, CA 94080-3208",940803208,1,22,LOS ANGELES,N,A,200,NULL,20081125,Y,KAISER FOUNDATION HOSPITAL,NULL,NULL,19920901,NULL,NULL,05D0665518,9,N,CA,5,M1,6041 CADILLAC AVE,0,20190102,5,4,90034,6,37,U,31084,05D0699509,05D0887815,NULL,NULL,NULL,NULL,EAST LOS ANGELES CDP,125389,113872,90.8,47339,37.8,71896,57.3,11517,9.2,160,37,20802,LOS ANGELES CITY,3974895,35.8,1384851,59,41,2.83,3.66,113067,21.9,88461,2.8,6.6,1956978,48.9,1124411,28.1,349345,8.7,4904,0.1,455899,11.4,5167,0.1,13967,0.3,89071,2.2,63.1,36.9,47.4,3770311,59,25.5
54,-117.7743829,33.6578508,"KAISER FOUNDATION HOSPITAL, ORANGE COUNTY-IRVINE",a,"6650 ALTON PARKWAY
                IRVINE, CA 92618",92618,1,22,LOS ANGELES,N,A,200,NULL,20081125,Y,KAISER FOUNDATION HOSPITAL,NULL,NULL,19920901,NULL,NULL,05D0665518,9,N,CA,5,M1,6041 CADILLAC AVE,0,20190102,5,4,90034,6,37,U,31084,05D0699509,05D0887815,NULL,NULL,NULL,NULL,LOS ANGELES CITY,3974895,3558326,89.5,2189601,55.1,1615106,40.6,416569,10.5,160,37,44000,LOS ANGELES CITY,3974895,35.8,1384851,59,41,2.83,3.66,113067,21.9,88461,2.8,6.6,1956978,48.9,1124411,28.1,349345,8.7,4904,0.1,455899,11.4,5167,0.1,13967,0.3,89071,2.2,63.1,36.9,47.4,3770311,59,25.5
55,-117.8446219,33.852103,"KAISER FOUNDATION HOSPITAL, ORANGE COUNTY - ANAHEIM",a,"3430 E. LAPALMA AVE
                ANAHEIM, CA 92806",92806,1,22,LOS ANGELES,N,A,200,NULL,20081125,Y,KAISER FOUNDATION HOSPITAL,NULL,NULL,19920901,NULL,NULL,05D0665518,9,N,CA,5,M1,6041 CADILLAC AVE,0,20190102,5,4,90034,6,37,U,31084,05D0699509,05D0887815,NULL,NULL,NULL,NULL,LOS ANGELES CITY,3974895,3558326,89.5,2189601,55.1,1615106,40.6,416569,10.5,160,37,44000,LOS ANGELES CITY,3974895,35.8,1384851,59,41,2.83,3.66,113067,21.9,88461,2.8,6.6,1956978,48.9,1124411,28.1,349345,8.7,4904,0.1,455899,11.4,5167,0.1,13967,0.3,89071,2.2,63.1,36.9,47.4,3770311,59,25.5
61,-117.9864524,34.0655016,KAISER FOUNDATION HOSPITAL - BALDWIN PARK MEDICAL CENTER,a,"1011 BALDWIN PARK BOULEVARD
                BALDWIN PARK, CA 91706-5806",917065806,1,22,LOS ANGELES,N,A,200,NULL,20081125,Y,KAISER FOUNDATION HOSPITAL,NULL,NULL,19920901,NULL,NULL,05D0665518,9,N,CA,5,M1,6041 CADILLAC AVE,0,20190102,5,4,90034,6,37,U,31084,05D0699509,05D0887815,NULL,NULL,NULL,NULL,LOS ANGELES CITY,3974895,3558326,89.5,2189601,55.1,1615106,40.6,416569,10.5,160,37,44000,LOS ANGELES CITY,3974895,35.8,1384851,59,41,2.83,3.66,113067,21.9,88461,2.8,6.6,1956978,48.9,1124411,28.1,349345,8.7,4904,0.1,455899,11.4,5167,0.1,13967,0.3,89071,2.2,63.1,36.9,47.4,3770311,59,25.5
109,-118.3759001,34.0383466,KAISER FOUNDATION HOSPITAL - WEST LOS ANGELES,c,"6041 CADILLAC AVENUE
                LOS ANGELES, CA 90034-1702",900341702,1,22,LOS ANGELES,N,A,200,NULL,20081125,Y,KAISER FOUNDATION HOSPITAL,NULL,NULL,19920901,NULL,NULL,05D0665518,9,N,CA,5,M1,6041 CADILLAC AVE,0,20190102,5,4,90034,6,37,U,31084,05D0699509,05D0887815,NULL,NULL,NULL,NULL,LOS ANGELES CITY,3974895,3558326,89.5,2189601,55.1,1615106,40.6,416569,10.5,160,37,44000,LOS ANGELES CITY,3974895,35.8,1384851,59,41,2.83,3.66,113067,21.9,88461,2.8,6.6,1956978,48.9,1124411,28.1,349345,8.7,4904,0.1,455899,11.4,5167,0.1,13967,0.3,89071,2.2,63.1,36.9,47.4,3770311,59,25.5
136,-119.7804757,36.8423418,KAISER FOUNDATION HOSPITAL - FRESNO,a,"7300 N. FRESNO AVE.
                FRESNO, CA 93720-2941",937202941,1,22,LOS ANGELES,N,A,200,NULL,20081125,Y,KAISER FOUNDATION HOSPITAL,NULL,NULL,19920901,NULL,NULL,05D0665518,9,N,CA,5,M1,6041 CADILLAC AVE,0,20190102,5,4,90034,6,37,U,31084,05D0699509,05D0887815,NULL,NULL,NULL,NULL,LOS ANGELES CITY,3974895,3558326,89.5,2189601,55.1,1615106,40.6,416569,10.5,160,37,44000,LOS ANGELES CITY,3974895,35.8,1384851,59,41,2.83,3.66,113067,21.9,88461,2.8,6.6,1956978,48.9,1124411,28.1,349345,8.7,4904,0.1,455899,11.4,5167,0.1,13967,0.3,89071,2.2,63.1,36.9,47.4,3770311,59,25.5
155,-121.2506572,38.7474074,KAISER FOUNDATION HOSPITAL - ROSEVILLE,a,"1600 EUREKA ROAD
                ROSEVILLE, CA 95661-3027",956613027,1,22,LOS ANGELES,N,A,200,NULL,20081125,Y,KAISER FOUNDATION HOSPITAL,NULL,NULL,19920901,NULL,NULL,05D0665518,9,N,CA,5,M1,6041 CADILLAC AVE,0,20190102,5,4,90034,6,37,U,31084,05D0699509,05D0887815,NULL,NULL,NULL,NULL,LOS ANGELES CITY,3974895,3558326,89.5,2189601,55.1,1615106,40.6,416569,10.5,160,37,44000,LOS ANGELES CITY,3974895,35.8,1384851,59,41,2.83,3.66,113067,21.9,88461,2.8,6.6,1956978,48.9,1124411,28.1,349345,8.7,4904,0.1,455899,11.4,5167,0.1,13967,0.3,89071,2.2,63.1,36.9,47.4,3770311,59,25.5
162,-121.3919202,38.6018632,KAISER FOUNDATION HOSPITAL - SACRAMENTO,a,"2025 MORSE AVENUE
                SACRAMENTO, CA 95825-2115",958252115,1,22,LOS ANGELES,N,A,200,NULL,20081125,Y,KAISER FOUNDATION HOSPITAL,NULL,NULL,19920901,NULL,NULL,05D0665518,9,N,CA,5,M1,6041 CADILLAC AVE,0,20190102,5,4,90034,6,37,U,31084,05D0699509,05D0887815,NULL,NULL,NULL,NULL,LOS ANGELES CITY,3974895,3558326,89.5,2189601,55.1,1615106,40.6,416569,10.5,160,37,44000,LOS ANGELES CITY,3974895,35.8,1384851,59,41,2.83,3.66,113067,21.9,88461,2.8,6.6,1956978,48.9,1124411,28.1,349345,8.7,4904,0.1,455899,11.4,5167,0.1,13967,0.3,89071,2.2,63.1,36.9,47.4,3770311,59,25.5
167,-121.0524993,37.7065812,KAISER FOUNDATION HOSPITAL - MODESTO,b,"4601 DALE ROAD
                MODESTO, CA 95356-9718",953569718,1,22,LOS ANGELES,N,A,200,NULL,20081125,Y,KAISER FOUNDATION HOSPITAL,NULL,NULL,19920901,NULL,NULL,05D0665518,9,N,CA,5,M1,6041 CADILLAC AVE,0,20190102,5,4,90034,6,37,U,31084,05D0699509,05D0887815,NULL,NULL,NULL,NULL,LOS ANGELES CITY,3974895,3558326,89.5,2189601,55.1,1615106,40.6,416569,10.5,160,37,44000,LOS ANGELES CITY,3974895,35.8,1384851,59,41,2.83,3.66,113067,21.9,88461,2.8,6.6,1956978,48.9,1124411,28.1,349345,8.7,4904,0.1,455899,11.4,5167,0.1,13967,0.3,89071,2.2,63.1,36.9,47.4,3770311,59,25.5
171,-121.4216412,38.4699104,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO,a,"6600 BRUCEVILLE ROAD
                SACRAMENTO, CA 95823-4671",958234671,1,22,LOS ANGELES,N,A,200,NULL,20081125,Y,KAISER FOUNDATION HOSPITAL,NULL,NULL,19920901,NULL,NULL,05D0665518,9,N,CA,5,M1,6041 CADILLAC AVE,0,20190102,5,4,90034,6,37,U,31084,05D0699509,05D0887815,NULL,NULL,NULL,NULL,LOS ANGELES CITY,3974895,3558326,89.5,2189601,55.1,1615106,40.6,416569,10.5,160,37,44000,LOS ANGELES CITY,3974895,35.8,1384851,59,41,2.83,3.66,113067,21.9,88461,2.8,6.6,1956978,48.9,1124411,28.1,349345,8.7,4904,0.1,455899,11.4,5167,0.1,13967,0.3,89071,2.2,63.1,36.9,47.4,3770311,59,25.5
176,-121.246197,37.79803,KAISER FOUNDATION HOSPITAL - MANTECA,b,"1777 W. YOSEMITE AVENUE
                MANTECA, CA 95337-5130",953375130,1,22,LOS ANGELES,N,A,200,NULL,20081125,Y,KAISER FOUNDATION HOSPITAL,NULL,NULL,19920901,NULL,NULL,05D0665518,9,N,CA,5,M1,6041 CADILLAC AVE,0,20190102,5,4,90034,6,37,U,31084,05D0699509,05D0887815,NULL,NULL,NULL,NULL,LOS ANGELES CITY,3974895,3558326,89.5,2189601,55.1,1615106,40.6,416569,10.5,160,37,44000,LOS ANGELES CITY,3974895,35.8,1384851,59,41,2.83,3.66,113067,21.9,88461,2.8,6.6,1956978,48.9,1124411,28.1,349345,8.7,4904,0.1,455899,11.4,5167,0.1,13967,0.3,89071,2.2,63.1,36.9,47.4,3770311,59,25.5
180,-121.9380985,38.3885135,KAISER FOUNDATION HOSPITAL - VACAVILLE,a,"1 QUALITY DRIVE
                VACAVILLE, CA 95688-9494",956889494,1,22,LOS ANGELES,N,A,200,NULL,20081125,Y,KAISER FOUNDATION HOSPITAL,NULL,NULL,19920901,NULL,NULL,05D0665518,9,N,CA,5,M1,6041 CADILLAC AVE,0,20190102,5,4,90034,6,37,U,31084,05D0699509,05D0887815,NULL,NULL,NULL,NULL,LOS ANGELES CITY,3974895,3558326,89.5,2189601,55.1,1615106,40.6,416569,10.5,160,37,44000,LOS ANGELES CITY,3974895,35.8,1384851,59,41,2.83,3.66,113067,21.9,88461,2.8,6.6,1956978,48.9,1124411,28.1,349345,8.7,4904,0.1,455899,11.4,5167,0.1,13967,0.3,89071,2.2,63.1,36.9,47.4,3770311,59,25.5
